title,revenue,budget,roi,main_genre,release_year,runtime,vote_average
Napoleon Dynamite,46118097,400000,114.2952425,Comedy,2004,95,6.772
The Last Boy Scout,59509925,29000000,1.0520663793103449,Action,1991,105,6.782
Garden State,26781723,2500000,9.7126892,Comedy,2004,102,7.088
The Blue Lagoon,58853106,4500000,12.078468,Romance,1980,104,6.155
The Losers,23580000,25000000,-0.0568,Action,2010,97,6.284
RoboCop 2,45681173,35000000,0.3051763714285714,Action,1990,117,6.0
Flags of Our Fathers,65900249,90000000,-0.2677750111111111,War,2006,135,6.837
The Bad Guys,250162278,80000000,2.127028475,Animation,2022,100,7.629
For Your Eyes Only,187412802,28000000,5.6933143571428575,Adventure,1981,128,6.516
Dark Skies,25174316,3500000,6.192661714285714,Science Fiction,2013,97,6.297
The Death of Stalin,24640027,13000000,0.8953866923076923,Comedy,2017,107,7.011
Ransom,309492681,80000000,2.8686585125,Action,1996,121,6.651
Spiral: From the Book of Saw,40618920,20000000,1.030946,Horror,2021,93,6.028
The 13th Warrior,61698899,160000000,-0.61438188125,Adventure,1999,102,6.657
Vampire Academy,15391979,30000000,-0.48693403333333335,Comedy,2014,104,6.344
Blazing Saddles,119500000,2600000,44.96153846153846,Western,1974,93,7.262
Little Nicky,58292295,85000000,-0.31420829411764706,Comedy,2000,90,5.863
42,95020213,40000000,1.375505325,Drama,2013,128,7.162
Sister Act 2: Back in the Habit,57319029,38000000,0.5083955,Music,1993,107,6.375
A Nightmare on Elm Street Part 2: Freddy's Revenge,30000000,3000000,9.0,Horror,1985,87,5.783
What Lies Beneath,291420351,100000000,1.91420351,Drama,2000,130,6.411
65,55000000,45000000,0.2222222222222222,Science Fiction,2023,92,6.122
Guy Ritchie's The Covenant,20000000,55000000,-0.6363636363636364,War,2023,123,7.814
Dinner for Schmucks,86387857,69000000,0.2519979275362319,Comedy,2010,114,5.681
Pain and Glory,37359689,10769016,2.4691831639956705,Drama,2019,114,7.423
Look Who's Back,25513752,3196621,6.981475439221603,Comedy,2015,116,6.803
Paycheck,95427515,60000000,0.5904585833333333,Action,2003,119,6.192
Eraser,242295562,100000000,1.42295562,Action,1996,115,6.039
WarGames,124600000,12000000,9.383333333333333,Thriller,1983,114,7.07
The Waterboy,185991646,23000000,7.086593304347826,Comedy,1998,90,6.05
Superhero Movie,25871834,35000000,-0.26080474285714283,Comedy,2008,85,5.231
Romancing the Stone,86572238,10000000,7.6572238,Adventure,1984,106,6.8
Bill & Ted's Excellent Adventure,40485039,10000000,3.0485039,Adventure,1989,90,6.858
Old School,87135520,24000000,2.630646666666667,Comedy,2003,88,6.583
Winchester,44019588,3500000,11.577025142857142,Horror,2018,100,5.901
Bloodsport,65000000,1500000,42.333333333333336,Action,1988,92,7.017
The Forest,37608299,10000000,2.7608299,Horror,2016,95,5.223
Peter Rabbit,351266433,50000000,6.02532866,Animation,2018,93,6.697
Pay It Forward,55707411,40000000,0.392685275,Drama,2000,122,7.313
The Insider,60289912,90000000,-0.3301120888888889,Drama,1999,158,7.475
Triangle of Sadness,24733572,15600000,0.5854853846153846,Comedy,2022,147,7.125
The French Connection,41158757,1800000,21.86597611111111,Action,1971,104,7.539
Miss Sloane,9101546,13000000,-0.2998810769230769,Drama,2016,133,7.459
The Way Way Back,23198652,4600000,4.043185217391304,Comedy,2013,103,7.137
The Box,33333531,30000000,0.1111177,Thriller,2009,115,5.578
Rat Race,85498534,48000000,0.7812194583333333,Adventure,2001,112,6.245
Winter's Bone,13831503,2000000,5.9157515,Drama,2010,101,6.8
All the President's Men,70600000,8500000,7.305882352941176,Drama,1976,138,7.664
Child's Play 2,35763605,13000000,1.7510465384615386,Horror,1990,84,6.237
Lars and the Real Girl,11293663,12000000,-0.058861416666666666,Comedy,2007,106,7.1
Payback,161626121,90000000,0.7958457888888889,Crime,1999,100,6.832
Blades of Glory,118200000,53000000,1.230188679245283,Comedy,2007,93,6.105
American Pie Presents: The Book of Love,5021219,8000000,-0.372347625,Comedy,2009,93,5.268
Masterminds,29200000,25000000,0.168,Action,2016,94,5.736
Dancer in the Dark,40031879,12800000,2.127490546875,Drama,2000,141,7.869
Clifford the Big Red Dog,107347356,64000000,0.6773024375,Family,2021,97,7.202
Whatever Works,36020534,15000000,1.4013689333333332,Comedy,2009,92,7.107
Get Him to the Greek,90029656,40000000,1.2507414,Adventure,2010,109,5.962
Hoodwinked!,51053787,15000000,2.4035858,Animation,2005,82,6.214
Snakes on a Plane,62022014,33000000,0.8794549696969697,Action,2006,105,5.415
City of Ember,17869048,55000000,-0.6751082181818182,Adventure,2008,90,6.301
Double Indemnity,2500000,927262,1.696109621660329,Crime,1944,107,8.132
Enter the Void,754249,13000000,-0.9419808461538461,Fantasy,2009,161,7.35
Nebraska,27682872,12000000,1.306906,Drama,2013,115,7.428
Endless Love,34077920,20000000,0.703896,Drama,2014,103,6.893
Dreamcatcher,75700000,68000000,0.11323529411764706,Drama,2003,136,5.573
Cold Mountain,173013509,79000000,1.190044417721519,Drama,2003,154,6.917
The Green Knight,18888418,15000000,0.25922786666666664,Adventure,2021,130,6.57
The Count of Monte Cristo,75395048,35000000,1.1541442285714285,Adventure,2002,131,7.64
The Texas Chainsaw Massacre: The Beginning,107363905,16000000,5.7102440625,Horror,2006,91,6.122
The Iron Lady,115890699,13000000,7.9146691538461535,History,2011,105,6.4
The Campaign,104907746,95000000,0.10429206315789474,Comedy,2012,85,5.828
Man on the Moon,47434430,82000000,-0.42153134146341464,Comedy,1999,118,7.267
Criminal,14708696,31500000,-0.5330572698412699,Action,2016,113,6.174
A Scanner Darkly,7659918,8700000,-0.1195496551724138,Animation,2006,100,6.791
Miami Vice,163794509,135000000,0.21329265925925925,Action,2006,132,6.0
Beasts of No Nation,9077700,6000000,0.51295,Drama,2015,137,7.595
The Last House on the Left,32721635,15000000,1.1814423333333333,Crime,2009,110,6.468
Violent Night,75734910,20000000,2.7867455,Action,2022,112,7.479
Friday,28215918,3500000,7.061690857142857,Comedy,1995,91,7.148
Defiance,51155219,32000000,0.59860059375,Action,2008,137,6.831
The Magnificent Seven,4905000,2000000,1.4525,Western,1960,127,7.517
A Goofy Movie,35348597,18000000,0.9638109444444445,Romance,1995,78,6.981
Margin Call,19504039,3500000,4.572582571428572,Thriller,2011,107,6.83
Tootsie,177200000,21000000,7.438095238095238,Comedy,1982,116,7.202
Star Trek: First Contact,150000000,46000000,2.260869565217391,Science Fiction,1996,111,7.3
Beverly Hills Cop III,119208989,50000000,1.38417978,Action,1994,105,5.9
Frequency,68106245,31000000,1.1969756451612903,Science Fiction,2000,118,7.2
Suburbicon,12751667,25000000,-0.48993332,Thriller,2017,105,5.876
In the Name of the Father,65796862,13000000,4.0612970769230765,Drama,1993,133,7.896
Eight Below,120455994,40000000,2.01139985,Adventure,2006,120,6.989
Taxi 2,64400000,10500000,5.133333333333334,Action,2000,82,6.231
Anomalisa,5659286,8000000,-0.29258925,Animation,2015,90,7.128
Take Shelter,3099314,5000000,-0.3801372,Thriller,2011,120,7.036
The Recruit,101191884,46000000,1.1998235652173912,Action,2003,115,6.348
The Living Daylights,191185897,40000000,3.779647425,Action,1987,130,6.505
Race to Witch Mountain,106303988,50000000,1.12607976,Adventure,2009,98,5.813
News of the World,12668325,38000000,-0.6666230263157895,Drama,2020,118,6.99
Teenage Mutant Ninja Turtles,201965915,13500000,13.960438148148148,Science Fiction,1990,93,6.618
The Wedding Singer,123306987,18000000,5.850388166666667,Romance,1998,100,6.769
The Duchess,43306325,17759769,1.4384509167883883,Drama,2008,110,6.993
Scoob!,28588425,90000000,-0.6823508333333334,Animation,2020,93,7.112
Dora and the Lost City of Gold,120597108,49000000,1.4611654693877552,Adventure,2019,102,6.674
War,40452643,25000000,0.61810572,Action,2007,103,6.286
Rebecca,7592465,1288000,4.8947709627329195,Mystery,1940,130,7.914
Ben-Hur,94061311,100000000,-0.05938689,Action,2016,125,5.719
Crimson Tide,157387195,53000000,1.9695697169811321,Thriller,1995,116,7.164
30 Minutes or Less,40547440,28000000,0.44812285714285716,Action,2011,83,5.744
The Fourth Kind,47709193,10000000,3.7709193,Mystery,2009,98,6.302
#Alive,13416285,6300000,1.1295690476190476,Horror,2020,98,7.283
Shaft,21360215,30000000,-0.2879928333333333,Action,2019,111,6.541
Chloe,13657649,14000000,-0.024453642857142858,Drama,2010,96,6.07
Eden Lake,3984669,12850990,-0.689932915674201,Horror,2008,91,6.795
While You Were Sleeping,182057016,17000000,9.709236235294117,Romance,1995,103,6.963
Death at a Funeral,46789413,9000000,4.198823666666667,Comedy,2007,90,6.877
A Separation,24426169,5000000,3.8852338,Drama,2011,123,7.899
Mr. Brooks,48443734,20000000,1.4221867,Crime,2007,120,6.904
Cobra,49042224,25000000,0.96168896,Action,1986,87,6.049
Emma.,25155355,10000000,1.5155355,Comedy,2020,125,7.041
Volver,85582407,12899867,5.634363517081223,Comedy,2006,121,7.47
Alibi.com,29370592,7546570,2.8919127497657877,Comedy,2017,90,6.484
Suck Me Shakespeer,77676735,5000000,14.535347,Comedy,2013,119,7.024
Revenge,692079,2900000,-0.7613520689655172,Action,2017,109,6.425
Ip Man 3,157029618,36000000,3.3619338333333335,Action,2015,105,7.005
The Tale of The Princess Kaguya,24366656,49300000,-0.5057473427991886,Animation,2013,137,8.104
Do the Right Thing,37300000,6500000,4.7384615384615385,Drama,1989,120,7.756
RV,87528173,50000000,0.75056346,Family,2006,99,5.867
Filth,9114264,5000000,0.8228528,Crime,2013,97,6.86
Star Trek: The Motion Picture,139000000,35000000,2.9714285714285715,Science Fiction,1979,132,6.5
Fighting with My Family,39055536,11000000,2.5505032727272727,Comedy,2019,108,6.859
Matchstick Men,65565672,62000000,0.05751083870967742,Comedy,2003,116,6.985
Ride Along 2,124827316,40000000,2.1206829,Action,2016,102,6.241
A Nightmare on Elm Street 3: Dream Warriors,44800000,4000000,10.2,Horror,1987,96,6.672
Reminiscence,18717947,68000000,-0.7247360735294117,Mystery,2021,116,6.664
Ali,87713825,107000000,-0.1802446261682243,Drama,2001,157,6.763
Brüno,138805831,42000000,2.304900738095238,Comedy,2009,83,5.619
Footloose,63543328,24000000,1.6476386666666667,Drama,2011,113,6.597
Bring It On,90449929,28000000,2.230354607142857,Comedy,2000,98,6.225
Duplex,19322135,40000000,-0.516946625,Comedy,2003,89,6.086
Hummingbird,8352885,20000000,-0.58235575,Action,2013,100,6.167
The Night Before,52395996,25000000,1.09583984,Comedy,2015,101,6.089
Rounders,22921898,12000000,0.9101581666666667,Drama,1998,121,7.003
The Sum of All Fears,193921372,68000000,1.8517848823529413,Thriller,2002,124,6.328
Lolita,1071255,62000000,-0.9827216935483871,Drama,1997,137,7.125
The Boxtrolls,108255770,60000000,0.8042628333333334,Animation,2014,97,6.669
"I Love You, Man",91980359,41000000,1.2434233902439025,Comedy,2009,105,6.545
Michael Clayton,92991835,25000000,2.7196734,Drama,2007,120,6.767
Dr. Dolittle 2,176104344,70000000,1.515776342857143,Comedy,2001,87,5.288
Wild Things,67200000,20000000,2.36,Mystery,1998,108,6.3
Ong-Bak,20112926,1100000,17.28447818181818,Action,2003,105,7.089
Little Man,101595121,64000000,0.587423765625,Comedy,2006,98,5.881
The Color Purple,146292000,15000000,8.7528,Drama,1985,154,7.747
The Quick and the Dead,47000000,35000000,0.34285714285714286,Western,1995,107,6.518
Night School,33157615,29000000,0.14336603448275861,Comedy,2018,111,6.167
One Hour Photo,52223306,12000000,3.3519421666666664,Drama,2002,96,6.64
Superman III,75850624,39000000,0.9448877948717949,Comedy,1983,125,5.491
Doubt,50907234,20000000,1.5453617,Drama,2008,104,7.182
Music and Lyrics,145896422,40000000,2.64741055,Comedy,2007,105,6.408
Tale of Tales,5500277,12000000,-0.5416435833333333,Romance,2015,134,6.374
"Paris, Texas",2181987,1746964,0.24901657962041576,Drama,1984,145,8.093
Midnight Express,35000000,2300000,14.217391304347826,Drama,1978,121,7.522
The Wedding Planner,94728529,35000000,1.7065294,Comedy,2001,103,5.911
The Forbidden Kingdom,127906624,55000000,1.325574981818182,Action,2008,104,6.615
From Up on Poppy Hill,61037844,22000000,1.7744474545454545,Animation,2011,91,7.539
Planes,219788712,50000000,3.39577424,Animation,2013,91,5.879
Child 44,3324330,50000000,-0.9335134,Crime,2015,137,6.265
The Infiltrator,21011110,28000000,-0.24960321428571428,Crime,2016,127,6.657
The Signal,2665322,4000000,-0.3336695,Thriller,2014,97,5.977
Born on the Fourth of July,161001698,14000000,10.500121285714286,Drama,1989,145,6.997
Made of Honor,106407672,40000000,1.6601918,Comedy,2008,101,6.446
Meet the Spartans,85897593,30000000,1.8632531,Comedy,2008,84,4.031
World Trade Center,163247198,65000000,1.5114953538461537,Drama,2006,129,6.1
Capernaum,64978931,4000000,15.24473275,Drama,2018,126,8.178
The Hours,41597830,25000000,0.6639132,Drama,2002,114,7.285
Detroit,23355100,34000000,-0.3130852941176471,Crime,2017,143,7.306
Suffragette,16002420,14000000,0.14303,Drama,2015,106,7.263
Pleasantville,49805462,60000000,-0.16990896666666666,Fantasy,1998,124,7.243
Sex and the City 2,290745055,100000000,1.90745055,Comedy,2010,146,6.1
Sense and Sensibility,134582776,16000000,7.4114235,Drama,1995,136,7.443
Monster-in-Law,154749918,43000000,2.5988353023255812,Romance,2005,101,6.178
Precious,47536959,10000000,3.7536959,Drama,2009,110,7.336
Network,23689877,3800000,5.234178157894737,Drama,1976,122,7.826
Clue,14643997,15000000,-0.023733533333333334,Comedy,1985,94,7.217
Grindhouse,25422088,67000000,-0.6205658507462687,Thriller,2007,191,6.981
Automata,6237990,7000000,-0.10885857142857143,Thriller,2014,110,5.831
Failure to Launch,128406887,50000000,1.56813774,Comedy,2006,97,5.764
Barton Fink,6153939,9000000,-0.316229,Comedy,1991,117,7.453
The Cat in the Hat,133800000,109000000,0.22752293577981653,Comedy,2003,81,5.297
Zookeeper,169852759,80000000,1.1231594875,Comedy,2011,102,5.421
Alvin and the Chipmunks: The Road Chip,233755553,90000000,1.5972839222222222,Adventure,2015,92,6.0
The Dressmaker,25003426,11930000,1.0958445934618608,Drama,2015,118,6.992
The Girl Who Played with Fire,67126795,4422952,14.176921431659217,Drama,2009,130,6.995
G.I. Jane,48169156,50000000,-0.03661688,Action,1997,125,6.435
Super Size Me,28575078,65000,438.6165846153846,Documentary,2004,100,6.741
Talladega Nights: The Ballad of Ricky Bobby,162966177,72500000,1.2478093379310344,Comedy,2006,108,6.346
Hereafter,106956330,50000000,1.1391266,Drama,2010,129,6.08
I Love You Phillip Morris,20768906,13000000,0.5976081538461538,Comedy,2009,98,6.416
Heathers,1108462,3000000,-0.6305126666666667,Comedy,1989,103,7.303
What a Girl Wants,50732139,20000000,1.53660695,Comedy,2003,105,6.235
Blitz,15800000,15774948,0.0015880876437754344,Crime,2011,97,6.168
The 15:17 to Paris,57076286,30000000,0.9025428666666667,Drama,2018,94,5.423
Frank,1897363,1000000,0.897363,Comedy,2014,95,6.876
Hot Pursuit,51680201,35000000,0.4765771714285714,Action,2015,87,5.689
Over the Top,16057580,25000000,-0.3576968,Action,1987,93,6.364
The Conversation,4420000,1600000,1.7625,Crime,1974,113,7.528
The Angry Birds Movie 2,147792047,65000000,1.2737238,Animation,2019,97,7.119
The Brand New Testament,15709652,8700000,0.8057071264367817,Comedy,2015,114,6.655
The Wailing,49851770,10951000,3.5522573280978906,Horror,2016,156,7.331
Philomena,100129872,12000000,7.344156,Drama,2013,98,7.361
Strangers on a Train,7000000,1200000,4.833333333333333,Crime,1951,103,7.681
Cats & Dogs,93375151,60000000,0.5562525166666666,Family,2001,87,5.381
Scoop,31584901,4000000,6.89622525,Comedy,2006,96,6.587
Skyline,66984888,10000000,5.6984888,Science Fiction,2010,92,4.983
The Finest Hours,52099090,80000000,-0.348761375,Action,2016,117,6.6
The Great Mouse Detective,38625550,14000000,1.758967857142857,Animation,1986,74,7.04
The Unbearable Weight of Massive Talent,29116320,30000000,-0.029456,Action,2022,107,6.801
Any Given Sunday,100230832,55000000,0.8223787636363636,Drama,1999,162,6.831
The Maltese Falcon,1772000,375000,3.7253333333333334,Mystery,1941,100,7.728
Maggie,187112,4000000,-0.953222,Horror,2015,95,5.365
Texas Chainsaw 3D,47340586,10000000,3.7340586,Horror,2013,92,5.445
The Last Emperor,43984230,23000000,0.9123578260869565,Drama,1987,163,7.624
Ruby Sparks,9128263,8000000,0.141032875,Comedy,2012,104,7.108
All Is Lost,6108720,9000000,-0.32125333333333334,Action,2013,106,6.6
Speed 2: Cruise Control,164508066,160000000,0.0281754125,Action,1997,125,4.565
Another Earth,1938783,100000,18.38783,Drama,2011,92,6.708
Billy Madison,26488734,10000000,1.6488734,Comedy,1995,90,6.185
The Wedding Ringer,79799880,23000000,2.46956,Comedy,2015,101,6.488
Smokin' Aces,57103895,17000000,2.3590526470588236,Action,2006,109,6.474
Gold,14880939,20000000,-0.25595305,Adventure,2016,121,6.602
Malcolm X,48169908,34000000,0.416762,Drama,1992,202,7.54
The Heartbreak Kid,127766650,60000000,1.1294441666666666,Comedy,2007,116,5.707
Hostage,77944725,52000000,0.4989370192307692,Action,2005,113,6.343
Miller's Crossing,5080409,14000000,-0.6371136428571429,Drama,1990,115,7.452
Amour,29844753,8900000,2.353343033707865,Drama,2012,127,7.769
A Perfect World,135130999,30000000,3.5043666333333334,Drama,1993,138,7.47
The Possession,85446075,14000000,5.103291071428571,Horror,2012,92,6.028
The Score,113579918,68000000,0.6702929117647058,Action,2001,124,6.695
La Vie en Rose,86274793,25000000,2.45099172,Music,2007,140,7.446
Spencer,14000000,18000000,-0.2222222222222222,Drama,2021,117,6.858
The Kingdom,86658558,70000000,0.2379794,Thriller,2007,110,6.682
Trumbo,8235661,15000000,-0.45095593333333334,Drama,2015,124,7.158
Halloween H20: 20 Years Later,75000000,17000000,3.411764705882353,Horror,1998,86,6.022
Rebel Without a Cause,4500000,1500000,2.0,Drama,1955,111,7.531
The Full Monty,257850122,3500000,72.67146342857143,Comedy,1997,91,6.99
The Peanuts Movie,246233113,99000000,1.4872031616161616,Comedy,2015,88,6.866
Happy Feet Two,150406466,130000000,0.15697281538461538,Animation,2011,100,6.118
Sideways,109502303,16000000,5.8438939375,Comedy,2004,127,7.089
Mississippi Burning,34604000,15000000,1.3069333333333333,Drama,1988,128,7.672
The Phantom of the Opera,154648887,70000000,1.2092698142857143,Thriller,2004,143,7.262
Witness,68706993,12000000,4.72558275,Crime,1985,112,7.068
Big Momma's House 2,138259062,40000000,2.45647655,Comedy,2006,99,5.741
Iron Sky,10109659,7500000,0.3479545333333333,Action,2012,93,5.69
In the Mouth of Madness,8946600,8000000,0.118325,Horror,1995,95,7.216
Sphere,37020277,80000000,-0.5372465375,Science Fiction,1998,134,6.087
Jeepers Creepers 2,63102666,17000000,2.711921529411765,Horror,2003,104,6.114
Chernobyl Diaries,38390020,1000000,37.39002,Horror,2012,88,5.243
The Ladykillers,76700000,35000000,1.1914285714285715,Comedy,2004,104,6.122
Little White Lies,48531470,25000000,0.9412588,Comedy,2010,154,7.122
Braindead,242623,3000000,-0.9191256666666666,Horror,1992,103,7.398
